"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2023";"Emenda Individual";"MARCIO ALVINO";"0007";"ARARAQUARA - SP";"Saúde";"Assistência hospitalar e ambulatorial";"140.000,00";"140.000,00";"140.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HELDER SALOMAO";"0015";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"142.004,35";"137.989,07";"137.989,07";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CAMILO CAPIBERIBE";"0003";"AMAPÁ (UF)";"Educação";"Ensino profissional";"144.310,38";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DAMIAO FELICIANO";"0001";"PARAÍBA (UF)";"Segurança pública";"Policiamento";"144.381,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALENCAR SANTANA";"0012";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"144.381,00";"144.381,00";"144.381,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS HENRIQUE GAGUIM";"0004";"TOCANTINS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"144.805,00";"144.805,00";"144.805,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JORGE SOLLA";"0006";"CEARÁ (UF)";"Educação";"Ensino superior";"145.958,48";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EFRAIM FILHO";"0002";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"147.568,00";"147.568,00";"147.568,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO TEIXEIRA";"0014";"SÃO PAULO (UF)";"Organização agrária";"Reforma agrária";"149.426,86";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RONALDO MARTINS";"0001";"CEARÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"149.888,21";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SIDNEY LEITE";"0005";"AMAZONAS (UF)";"Educação";"Ensino superior";"149.920,88";"103.861,88";"103.861,88";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RAUL HENRY";"0006";"RECIFE - PE";"Defesa nacional";"Atenção básica";"149.929,00";"124.670,00";"112.010,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SIDNEY LEITE";"0002";"AMAZONAS (UF)";"Educação";"Ensino superior";"149.934,34";"73.954,08";"73.644,08";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AMARO NETO";"0005";"Nacional";"Relações exteriores";"Administração geral";"149.935,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE MEDEIROS";"0006";"Nacional";"Defesa nacional";"Defesa terrestre";"149.966,68";"149.966,68";"149.966,68";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEILA BARROS";"0013";"DISTRITO FEDERAL (UF)";"Defesa nacional";"Administração geral";"149.993,59";"105.560,00";"105.560,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SIDNEY LEITE";"0003";"AMAZONAS (UF)";"Educação";"Ensino superior";"149.999,69";"104.364,93";"102.039,96";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JORGE BRAZ";"0010";"Nacional";"Defesa nacional";"Administração geral";"149.999,69";"105.299,07";"105.299,07";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO UCZAI";"0009";"SANTA CATARINA (UF)";"Cultura";"Difusão cultural";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0020";"Nacional";"Saúde";"Formação de recursos humanos";"150.000,00";"7.500,00";"7.500,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIS CARLOS HEINZE";"0002";"RIO GRANDE DO SUL (UF)";"Agricultura";"Desenvolvimento tecnológico e engenharia";"150.000,00";"150.000,00";"175.690,42";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO UCZAI";"0004";"SANTA CATARINA (UF)";"Agricultura";"Promoção da produção agropecuária";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TADEU ALENCAR";"0006";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUISA CANZIANI";"0008";"PARANACITY - PR";"Assistência social";"Assistência comunitária";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RICARDO GUIDI";"0004";"SANTA CATARINA (UF)";"Assistência social";"Assistência comunitária";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RODRIGO CUNHA";"0013";"Nacional";"Organização agrária";"Promoção da produção agropecuária";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO ALVINO";"0015";"CAIEIRAS - SP";"Assistência social";"Assistência comunitária";"150.000,00";"300.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIS CARLOS HEINZE";"0006";"RIO GRANDE DO SUL (UF)";"Agricultura";"Difusão do conhecimento científico e tecnológico";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RAUL HENRY";"0003";"Nacional";"Defesa nacional";"Atenção básica";"150.000,00";"37.738,00";"37.738,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOAO DANIEL";"0011";"PEDRA MOLE - SE";"Encargos especiais";"Outras transferências";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RAUL HENRY";"0012";"PERNAMBUCO (UF)";"Segurança pública";"Policiamento";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO TEIXEIRA";"0019";"Nacional";"Educação";"Ensino superior";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO ALVINO";"0018";"CUNHA - SP";"Assistência social";"Assistência comunitária";"150.000,00";"300.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MAILZA GOMES";"0005";"RIO BRANCO - AC";"Encargos especiais";"Outras transferências";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VICENTINHO";"0019";"SÃO PAULO (UF)";"Educação";"Ensino superior";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0009";"Nacional";"Cultura";"Difusão cultural";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0001";"Nacional";"Saúde";"Desenvolvimento científico";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIELA DO WAGUINHO";"0006";"RIO DE JANEIRO (UF)";"Trabalho";"Fomento ao trabalho";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUISA CANZIANI";"0010";"Nacional";"Desporto e lazer";"Desporto de rendimento";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUCIANO BIVAR";"0011";"PERNAMBUCO (UF)";"Cultura";"Difusão cultural";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0013";"Nacional";"Saúde";"Desenvolvimento científico";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANA VALLE";"0005";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZIANNE LINS";"0010";"CEARÁ (UF)";"Educação";"Ensino profissional";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLEISI HOFFMANN";"0012";"Nacional";"Educação";"Ensino superior";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FABIO REIS";"0011";"NATAL - RN";"Agricultura";"Promoção da produção agropecuária";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PADRE JOAO";"0003";"Nacional";"Saúde";"Formação de recursos humanos";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALVARO DIAS";"0005";"PARANÁ (UF)";"Trabalho";"Fomento ao trabalho";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VICENTINHO";"0017";"Nacional";"Saúde";"Difusão do conhecimento científico e tecnológico";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LASIER MARTINS";"0013";"RIO GRANDE DO SUL (UF)";"Cultura";"Difusão cultural";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZIANNE LINS";"0007";"Nacional";"Saúde";"Formação de recursos humanos";"150.000,00";"15.000,00";"15.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANA VALLE";"0004";"SÃO PAULO (UF)";"Gestão ambiental";"Formação de recursos humanos";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NEY LEPREVOST";"0002";"PARANÁ (UF)";"Segurança pública";"Policiamento";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NILTO TATTO";"0008";"Nacional";"Gestão ambiental";"Recursos hídricos";"150.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HUMBERTO COSTA";"0010";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DAMIAO FELICIANO";"0015";"Nacional";"Defesa nacional";"Normatização e fiscalização";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LOESTER TRUTIS";"0009";"SONORA - MS";"Saúde";"Assistência hospitalar e ambulatorial";"151.012,00";"151.012,00";"151.012,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO BISMARCK";"0004";"CEARÁ (UF)";"Saúde";"Atenção básica";"155.174,00";"155.174,00";"155.174,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ELCIONE BARBALHO";"0001";"PARÁ (UF)";"Saúde";"Atenção básica";"156.437,00";"156.437,00";"156.437,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VIVI REIS";"0017";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"158.984,00";"158.984,00";"158.984,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO TEIXEIRA";"0011";"Nacional";"Organização agrária";"Extensão rural";"160.000,00";"160.000,00";"160.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS SAMPAIO";"0006";"SÃO PAULO (UF)";"Saúde";"Vigilância epidemiológica";"160.730,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULA BELMONTE";"0007";"DISTRITO FEDERAL (UF)";"Agricultura";"Promoção da produção agropecuária";"160.888,00";"160.888,00";"160.888,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO BISMARCK";"0003";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"161.924,00";"161.924,00";"161.924,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ERIKA KOKAY";"0012";"Centro-Oeste";"Organização agrária";"Promoção da produção agropecuária";"162.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHICO D'ANGELO";"0018";"PARACAMBI - RJ";"Educação";"Ensino profissional";"162.426,00";"99.958,00";"690,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSIAS GOMES";"0006";"BAHIA (UF)";"Defesa nacional";"Administração geral";"162.566,40";"162.566,40";"162.566,40";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DIEGO ANDRADE";"0003";"MINAS GERAIS (UF)";"Defesa nacional";"Defesa terrestre";"162.643,87";"142.968,87";"142.968,87";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANILO FORTE";"0002";"CEARÁ (UF)";"Educação";"Ensino superior";"162.683,23";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO TEIXEIRA";"0021";"Nacional";"Educação";"Assistência hospitalar e ambulatorial";"162.724,76";"140.725,00";"140.725,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0006";"Nacional";"Defesa nacional";"Defesa terrestre";"162.783,97";"162.783,97";"162.783,97";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AFONSO HAMM";"0008";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"162.814,55";"162.814,55";"183.836,72";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO CESAR";"0009";"PIAUÍ (UF)";"Segurança pública";"Policiamento";"162.816,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLLES EVANGELISTA";"0005";"Sudeste";"Saúde";"Atenção básica";"162.833,00";"162.833,00";"162.833,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLAUSTIN DA FOKUS";"0001";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.850,00";"162.850,00";"162.850,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO CESAR";"0001";"PIAUÍ (UF)";"Segurança pública";"Policiamento";"162.850,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GENERAL PETERNELLI";"0013";"Nacional";"Defesa nacional";"Administração geral";"162.881,66";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0012";"Nacional";"Defesa nacional";"Administração geral";"162.899,91";"159.395,09";"159.395,09";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANILO FORTE";"0003";"CEARÁ (UF)";"Educação";"Ensino superior";"162.900,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO BISMARCK";"0005";"FORTALEZA - CE";"Defesa nacional";"Administração geral";"162.905,16";"94.385,63";"94.385,63";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0007";"Nacional";"Defesa nacional";"Defesa terrestre";"162.908,94";"162.908,94";"162.908,94";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANGELA GOMES";"0017";"RIO DE JANEIRO - RJ";"Defesa nacional";"Atenção básica";"162.911,22";"150.728,82";"150.300,42";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BENES LEOCADIO";"0004";"RIO GRANDE DO NORTE (UF)";"Comércio e serviços";"Promoção comercial";"162.912,00";"162.912,00";"162.912,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CORONEL ARMANDO";"0013";"Nacional";"Defesa nacional";"Defesa terrestre";"162.914,88";"162.914,88";"162.914,88";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RUBENS BUENO";"0010";"PARANÁ (UF)";"Ciência e Tecnologia";"Difusão do conhecimento científico e tecnológico";"162.919,16";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROGERIO CORREIA";"0004";"UBERABA - MG";"Educação";"Ensino superior";"162.919,31";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DR. LUIZ OVANDO";"0005";"MATO GROSSO DO SUL (UF)";"Defesa nacional";"Educação de jovens e adultos";"162.919,53";"162.919,53";"162.919,53";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WELLINGTON ROBERTO";"0009";"PARAÍBA (UF)";"Segurança pública";"Policiamento";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO RUSSOMANNO";"0005";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROBERTO ALVES";"0005";"SANTO ANTÔNIO DO ARACANGUÁ - SP";"Saúde";"Atenção básica";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GENERAL GIRAO";"0004";"RIO GRANDE DO NORTE (UF)";"Agricultura";"Promoção da produção agropecuária";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VIVI REIS";"0013";"Nacional";"Saúde";"Difusão do conhecimento científico e tecnológico";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEONARDO MONTEIRO";"0014";"Nacional";"Saúde";"Formação de recursos humanos";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO AUGUSTO BEZERRA";"0007";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GLEISI HOFFMANN";"0007";"Nacional";"Encargos especiais";"Outros encargos especiais";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RODRIGO COELHO";"0007";"GARUVA - SC";"Encargos especiais";"Outras transferências";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WALTER ALVES";"0007";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PR. MARCO FELICIANO";"0003";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSANGELA GOMES";"0019";"VASSOURAS - RJ";"Saúde";"Atenção básica";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PR. MARCO FELICIANO";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE GUIMARAES";"0001";"Nacional";"Encargos especiais";"Outros encargos especiais";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO GANIME";"0009";"TANGUÁ - RJ";"Agricultura";"Desenvolvimento tecnológico e engenharia";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEONIDAS CRISTINO";"0001";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RAIMUNDO COSTA";"0004";"BAHIA (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROGERIO CORREIA";"0006";"OURO PRETO - MG";"Educação";"Ensino superior";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PR. MARCO FELICIANO";"0002";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WELLINGTON ROBERTO";"0008";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PR. MARCO FELICIANO";"0007";"SÃO PAULO - SP";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GENERAL PETERNELLI";"0016";"MÚLTIPLO";"Múltiplo";"Múltiplo";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PR. MARCO FELICIANO";"0006";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS HENRIQUE GAGUIM";"0006";"TOCANTINS (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROGERIO CORREIA";"0016";"Sudeste";"Saúde";"Difusão do conhecimento científico e tecnológico";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALENCAR SANTANA";"0010";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RUI FALCAO";"0006";"ELISEU MARTINS - PI";"Encargos especiais";"Outras transferências";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PROFESSOR JOZIEL";"0015";"RIO DE JANEIRO - RJ";"Desporto e lazer";"Desporto comunitário";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS ZARATTINI";"0012";"Nacional";"Encargos especiais";"Outros encargos especiais";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALCEU MOREIRA";"0001";"RIO GRANDE DO SUL (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO FREIRE COSTA";"0003";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"62.920,00";"62.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIELA DO WAGUINHO";"0011";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALINE GURGEL";"0003";"MACAPÁ - AP";"Encargos especiais";"Outras transferências";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AROLDO MARTINS";"0004";"PARANÁ (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ELI CORREA FILHO";"0008";"SALTO DE PIRAPORA - SP";"Encargos especiais";"Outras transferências";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HEITOR SCHUCH";"0007";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOAO MAIA";"0002";"RIO GRANDE DO NORTE (UF)";"Assistência social";"Assistência comunitária";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARMEN ZANOTTO";"0009";"SANTA CATARINA (UF)";"Ciência e Tecnologia";"Desenvolvimento tecnológico e engenharia";"162.920,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"REGINALDO LOPES";"0008";"Nacional";"Cultura";"Difusão cultural";"162.920,00";"162.920,00";"162.920,00";"0,00";"0,00";"0,00";
