,codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
4946,202128850004,2021,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0004,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",15.0,"0,00","0,00","30,00","0,00","15,00"
4973,202125730009,2021,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0009,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,150000.0,"0,00","0,00","593.250,00","0,00","0,00"
5016,202037670010,2020,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0010,PERNAMBUCO (UF),Assistência social,Alimentação e nutrição,15.0,"0,00","0,00","15,00","0,42","149.999,58"
5066,202140440015,2021,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0015,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,15.0,"0,00","0,00","409.780,60","0,00","40.219,40"
5144,202225730016,2022,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0016,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150000.0,"0,00","0,00","300.000,00","0,00","0,00"
5163,202041500008,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0008,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150000.0,"0,00","0,00","150.000,00","150.000,00","0,00"
5185,202041500008,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0008,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150000.0,"0,00","0,00","150.000,00","150.000,00","0,00"
5199,202225730016,2022,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0016,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150000.0,"0,00","0,00","300.000,00","0,00","0,00"
5201,202041500002,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0002,PERNAMBUCO (UF),Segurança pública,Policiamento,150000.0,"0,00","0,00","150.000,00","0,00","150.000,00"
5202,202041500008,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0008,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150000.0,"0,00","0,00","150.000,00","150.000,00","0,00"
5215,202041500008,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0008,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",150000.0,"0,00","0,00","150.000,00","150.000,00","0,00"
5249,202041500002,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0002,PERNAMBUCO (UF),Segurança pública,Policiamento,150000.0,"0,00","0,00","150.000,00","0,00","150.000,00"
5263,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5265,202028850024,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0024,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5268,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5302,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5303,202028850024,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0024,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5305,202140440015,2021,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0015,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,150000.0,"0,00","0,00","409.780,60","0,00","40.219,40"
5324,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,15.0,"15,00","15,00","0,00","0,00","0,00"
5338,202224570003,2022,Emenda Individual,RAUL HENRY,RAUL HENRY,0003,PERNAMBUCO (UF),Segurança pública,Policiamento,15.0,"0,00","0,00","30,00","0,00","0,00"
5361,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,15.0,"15,00","15,00","0,00","0,00","0,00"
5362,202028850024,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0024,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,15.0,"15,00","15,00","0,00","0,00","0,00"
5389,202041500002,2020,Emenda Individual,JOAO H. CAMPOS,JOAO H. CAMPOS,0002,PERNAMBUCO (UF),Segurança pública,Policiamento,150000.0,"0,00","0,00","150.000,00","0,00","150.000,00"
5394,202028850024,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0024,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5395,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,150000.0,"150.000,00","150.000,00","0,00","0,00","0,00"
5414,201910740009,2019,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0009,PERNAMBUCO (UF),Educação,Ensino superior,150000.0,"0,00","0,00","150.000,00","0,00","150.000,00"
5464,202028850017,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,15.0,"15,00","15,00","0,00","0,00","0,00"
5480,202140440015,2021,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0015,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,150000.0,"0,00","0,00","409.780,60","0,00","40.219,40"
5484,202125730009,2021,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0009,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,150000.0,"0,00","0,00","593.250,00","0,00","0,00"
5496,202140440015,2021,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0015,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,15.0,"0,00","0,00","409.780,60","0,00","40.219,40"
5510,202238130007,2022,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0007,PERNAMBUCO (UF),Educação,Ensino superior,15.0,"0,00","0,00","30,00","0,00","0,00"
5548,202128850009,2021,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0009,PERNAMBUCO (UF),Encargos especiais,Outras transferências,15.0,"15,00","15,00","0,00","0,00","0,00"
5574,201910740009,2019,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0009,PERNAMBUCO (UF),Educação,Ensino superior,15.0,"0,00","0,00","15,00","0,00","15,00"
5623,202225730016,2022,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0016,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",15.0,"0,00","0,00","30,00","0,00","0,00"
5670,202027180010,2020,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0010,PERNAMBUCO (UF),Saúde,Desenvolvimento científico,150072.0,"8.036,00","8.036,00","142.036,00","0,00","142.036,00"
5697,201830800004,2018,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0004,PERNAMBUCO (UF),Direitos da cidadania,Assistência à criança e ao adolescente,152942.47,"0,00","0,00","0,00","0,00","152.942,47"
5756,202228850005,2022,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0005,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,159767.0,"0,00","0,00","234.947,72","0,00","84.586,28"
5844,201827190004,2018,Emenda Individual,DANILO CABRAL,DANILO CABRAL,0004,PERNAMBUCO (UF),Saúde,Atenção básica,162000.0,"0,00","0,00","0,00","0,00","162.000,00"
5851,201737820001,2017,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0001,PERNAMBUCO (UF),Saúde,Atenção básica,162000.0,"0,00","0,00","0,00","0,00","162.000,00"
6004,202228850014,2022,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0014,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,162962.0,"162.962,00","162.962,00","0,00","0,00","0,00"
6051,201638080005,2016,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0005,PERNAMBUCO (UF),Educação,Educação básica,168000.0,"0,00","0,00","0,00","0,00","168.000,00"
6147,202240500004,2022,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0004,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,171727.0,"171.727,00","171.727,00","0,00","0,00","0,00"
6171,202240440007,2022,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0007,PERNAMBUCO (UF),Saúde,Atenção básica,174000.0,"0,00","0,00","348.000,00","0,00","0,00"
6198,REL. GERAL,2019,Emenda de Relator,RELATOR GERAL,RELATOR GERAL,S/I,PERNAMBUCO (UF),Educação,Ensino profissional,175143.07,"0,00","0,00","175.143,07","700,00","174.443,07"
6231,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PERNAMBUCO (UF),Defesa nacional,Administração geral,179000.0,"0,00","0,00","0,00","0,00","179.000,00"
6319,202028850010,2020,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0010,PERNAMBUCO (UF),Assistência social,Assistência comunitária,180000.0,"180.000,00","180.000,00","0,00","0,00","0,00"
6419,202139310012,2021,Emenda Individual,CARLOS VERAS,CARLOS VERAS,0012,PERNAMBUCO (UF),Educação,Ensino superior,185768.39,"0,00","0,00","553.203,45","0,00","4.101,72"
6431,202027180023,2020,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0023,PERNAMBUCO (UF),Segurança pública,Policiamento,186325.0,"0,00","0,00","186.325,00","0,00","186.325,00"
6433,201938080007,2019,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0007,PERNAMBUCO (UF),Segurança pública,Policiamento,186325.0,"0,00","0,00","186.325,00","0,00","186.325,00"
6542,201737670014,2017,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0014,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,192186.0,"0,00","0,00","0,00","18.913,72","173.272,28"
6592,202039130008,2020,Emenda Individual,ANDRE FERREIRA,ANDRE FERREIRA,0008,PERNAMBUCO (UF),Gestão ambiental,Recursos hídricos,194244.44,"1.766,14","1.766,14","192.478,30","0,00","192.478,30"
6602,201638080001,2016,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0001,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,195000.0,"0,00","0,00","4.875,00","0,00","190.125,00"
6615,201638080001,2016,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0001,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,195000.0,"0,00","0,00","4.875,00","0,00","190.125,00"
6629,202040440015,2020,Emenda Individual,MARILIA ARRAES,MARILIA ARRAES,0015,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,195887.32,"0,00","0,00","385.574,64","0,00","6.200,00"
6659,202337670013,2023,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0013,PERNAMBUCO (UF),Educação,Ensino superior,197200.0,"0,00","0,00","0,00","0,00","0,00"
6710,201927210005,2019,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0005,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,198540.0,"9.000,00","9.000,00","189.540,00","0,00","189.540,00"
6763,201637820010,2016,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,199100.0,"150.000,00","150.000,00","0,00","0,00","49.100,00"
6796,202124560008,2021,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,199374.0,"0,00","0,00","469.882,48","0,00","128.239,52"
6804,202138130013,2021,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0013,PERNAMBUCO (UF),Educação,Ensino superior,199466.53,"127.242,64","49.990,00","298.953,06","0,00","149.476,53"
6816,201938080004,2019,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0004,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,199519.99,"199.519,99","199.519,99","0,00","0,00","0,00"
6828,202124560007,2021,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0007,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,199598.0,"199.598,00","199.598,00","0,00","0,00","0,00"
6831,202139310010,2021,Emenda Individual,CARLOS VERAS,CARLOS VERAS,0010,PERNAMBUCO (UF),Educação,Ensino superior,199600.0,"133.800,00","122.000,00","16,00","0,00","72.800,00"
6836,202110740002,2021,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0002,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",199625.0,"0,00","0,00","499.250,00","0,00","99.625,00"
6907,201937600012,2019,Emenda Individual,SEBASTIAO OLIVEIRA,SEBASTIAO OLIVEIRA,0012,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",199823.0,"0,00","0,00","199.823,00","0,00","199.823,00"
6932,201627230016,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0016,PERNAMBUCO (UF),Educação,Ensino superior,199864.75,"100.000,00","100.000,00","0,00","0,00","99.864,75"
6935,202039850007,2020,Emenda Individual,FERNANDO RODOLFO,FERNANDO RODOLFO,0007,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,199874.0,"0,00","0,00","199.874,00","0,00","199.874,00"
6947,202110740005,2021,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0005,PERNAMBUCO (UF),Educação,Assistência hospitalar e ambulatorial,199895.0,"0,00","0,00","399.790,00","29.795,00","170.100,00"
7006,202037670003,2020,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0003,PERNAMBUCO (UF),Saúde,Atenção básica,199939.0,"99.987,00","99.987,00","99.952,00","0,00","99.952,00"
7063,202237670013,2022,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0013,PERNAMBUCO (UF),Educação,Ensino superior,199970.04,"0,00","0,00","205.808,34","0,00","194.131,74"
7100,202331870004,2023,Emenda Individual,FELIPE CARRERAS,FELIPE CARRERAS,0004,PERNAMBUCO (UF),Desporto e lazer,Desporto de rendimento,199984.0,"0,00","0,00","0,00","0,00","0,00"
7149,202130800005,2021,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0005,PERNAMBUCO (UF),Saúde,Atenção básica,199995.0,"0,00","0,00","599.985,00","0,00","0,00"
7202,202335390013,2023,Emenda Individual,LUCIANO BIVAR,LUCIANO BIVAR,0013,PERNAMBUCO (UF),Educação,Ensino superior,199999.59,"98.900,00","0,00","0,00","0,00","0,00"
7215,202037600003,2020,Emenda Individual,SEBASTIAO OLIVEIRA,SEBASTIAO OLIVEIRA,0003,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,199999.98,"0,00","0,00","244.278,57","0,00","155.721,39"
7242,201628850004,2016,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0004,PERNAMBUCO (UF),Saúde,Administração geral,20.0,"0,00","0,00","0,00","0,00","20,00"
7243,201610710010,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,20.0,"0,00","0,00","0,00","0,00","20,00"
7265,201727180002,2017,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0002,PERNAMBUCO (UF),Educação,Educação básica,20.0,"0,00","0,00","20,00","0,00","0,00"
7288,201637820006,2016,Emenda Individual,ZECA CAVALCANTI,ZECA CAVALCANTI,0006,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,20.0,"15,00","15,00","0,00","0,00","5,00"
7295,201624530013,2016,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0013,PERNAMBUCO (UF),Ciência e Tecnologia,Tecnologia da informação,20.0,"0,00","0,00","0,00","0,00","20,00"
7319,201512180006,2015,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0006,PERNAMBUCO (UF),Segurança pública,Policiamento,20.0,"0,00","0,00","0,00","12.533,47","187.466,53"
7381,201524530011,2015,Emenda Individual,BRUNO ARAUJO,BRUNO ARAUJO,0011,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,20.0,"0,00","0,00","0,00","195.000,00","5.000,00"
7446,201630800006,2016,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0006,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,20.0,"20,00","20,00","0,00","0,00","0,00"
7464,201628850013,2016,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0013,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,200000.0,"0,00","0,00","5.000,00","17.795,20","177.204,80"
7467,201730800001,2017,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0001,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,200000.0,"0,00","0,00","0,00","0,00","200.000,00"
7485,201628850017,2016,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0017,PERNAMBUCO (UF),Assistência social,Assistência comunitária,20.0,"0,00","0,00","0,00","0,00","20,00"
7492,201623550018,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0018,PERNAMBUCO (UF),Saúde,Administração geral,20.0,"20,00","20,00","0,00","0,00","0,00"
7510,201628850005,2016,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0005,PERNAMBUCO (UF),Indústria,Empregabilidade,200000.0,"0,00","0,00","0,00","622,77","199.377,23"
7631,201638130012,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0012,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","0,00","0,00","200.000,00"
7648,202337670012,2023,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0012,PERNAMBUCO (UF),Educação,Ensino superior,20.0,"195.712,90","195.712,90","0,00","0,00","0,00"
7651,202335390007,2023,Emenda Individual,LUCIANO BIVAR,LUCIANO BIVAR,0007,PERNAMBUCO (UF),Segurança pública,Policiamento,20.0,"0,00","0,00","0,00","0,00","0,00"
7654,202337670011,2023,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0011,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",20.0,"10,00","10,00","0,00","0,00","0,00"
7657,202337670010,2023,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0010,PERNAMBUCO (UF),Segurança pública,Policiamento,20.0,"0,00","0,00","0,00","0,00","0,00"
7667,202328850008,2023,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0008,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos",20.0,"0,00","0,00","0,00","0,00","0,00"
7707,202328850012,2023,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0012,PERNAMBUCO (UF),Educação,Ensino profissional,200000.0,"56.912,00","0,00","0,00","0,00","0,00"
7726,201837000008,2018,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0008,PERNAMBUCO (UF),Cultura,Difusão cultural,200000.0,"0,00","0,00","0,00","0,00","200.000,00"
7728,201827180004,2018,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0004,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,200000.0,"0,00","0,00","200.000,00","0,00","0,00"
7854,201810740015,2018,Emenda Individual,ANDRE DE PAULA,ANDRE DE PAULA,0015,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","0,00","20.400,00","179.600,00"
7863,201927180010,2019,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0010,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","200.056,72","0,00","199.943,28"
7934,201930800003,2019,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0003,PERNAMBUCO (UF),Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,20.0,"0,00","0,00","20,00","0,00","20,00"
7958,201838080010,2018,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0010,PERNAMBUCO (UF),Comércio e serviços,Promoção comercial,200000.0,"0,00","0,00","200.000,00","63.500,00","136.500,00"
7966,201838080006,2018,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0006,PERNAMBUCO (UF),Educação,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","0,00","0,00","200.000,00"
8045,201737670012,2017,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0012,PERNAMBUCO (UF),Saúde,Administração geral,200000.0,"0,00","0,00","0,00","0,00","200.000,00"
8052,201812180010,2018,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0010,PERNAMBUCO (UF),Desporto e lazer,Desporto comunitário,200000.0,"0,00","0,00","0,00","682,41","199.317,59"
8061,201830800001,2018,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0001,PERNAMBUCO (UF),Saúde,Vigilância epidemiológica,200000.0,"200.000,00","200.000,00","0,00","0,00","0,00"
8091,201737470005,2017,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0005,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,20.0,"0,00","0,00","0,00","0,00","20,00"
8125,201838130004,2018,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0004,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,200000.0,"0,00","0,00","200.000,00","0,00","0,00"
8158,201837470002,2018,Emenda Individual,RICARDO TEOBALDO,RICARDO TEOBALDO,0002,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,200000.0,"0,00","0,00","200.000,00","0,00","0,00"
8169,201937890001,2019,Emenda Individual,FERNANDO BEZERRA COELHO,FERNANDO BEZERRA COELHO,0001,PERNAMBUCO (UF),Educação,Ensino superior,200000.0,"0,00","0,00","400.000,00","0,00","0,00"
8246,201727230011,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0011,PERNAMBUCO (UF),Saúde,Administração geral,200000.0,"0,00","0,00","0,00","0,00","200.000,00"
8373,202030800009,2020,Emenda Individual,DANIEL COELHO,DANIEL COELHO,0009,PERNAMBUCO (UF),Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,200000.0,"0,00","0,00","200.000,00","0,00","200.000,00"
8413,202037670017,2020,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0017,PERNAMBUCO (UF),Agricultura,Promoção da produção agropecuária,200000.0,"0,00","0,00","800.000,00","0,00","0,00"
8440,202024560001,2020,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0001,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","222.812,50","0,00","177.187,50"
8441,202024560005,2020,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0005,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","200.000,00","46.117,66","153.882,34"
8442,202024560008,2020,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0008,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,200000.0,"0,00","0,00","207.500,00","0,00","192.500,00"
